date,amount,transaction_type
1999-07-17,587.3588962,stake
1999-07-18,596.9117787,transfer
1999-07-19,361.3754143,transfer
1999-07-20,61.46945846,withdraw
1999-07-21,41.42632772,transfer
1999-07-22,429.1017927,stake
1999-07-23,93.71972432,withdraw
1999-07-24,610.778486,swap
1999-07-25,882.1632756,stake
1999-07-26,884.0856684,swap
1999-07-27,662.454956,swap
1999-07-28,219.1195132,swap
1999-07-29,864.366863,stake
1999-07-30,887.232501,swap
1999-07-31,204.6870491,stake
1999-08-01,740.0518249,swap
1999-08-02,293.6543534,transfer
1999-08-03,804.6139092,transfer
1999-08-04,997.2655209,stake
1999-08-05,39.72574528,swap
1999-08-06,898.3922071,swap
1999-08-07,626.4042283,swap
1999-08-08,973.648793,transfer
1999-08-09,470.3594224,swap
1999-08-10,848.9140513,swap
1999-08-11,71.77012791,stake
1999-08-12,341.9262596,swap
1999-08-13,76.34637237,transfer
1999-08-14,975.5897021,swap
1999-08-15,818.8041682,transfer
1999-08-16,854.021947,transfer
1999-08-17,938.5855791,withdraw
1999-08-18,94.25245126,transfer
1999-08-19,391.7416166,withdraw
1999-08-20,80.32454015,withdraw
1999-08-21,218.6851705,swap
1999-08-22,237.0721193,withdraw
1999-08-23,474.4161389,stake
1999-08-24,275.8765458,transfer
1999-08-25,109.9683257,stake
1999-08-26,175.8161782,withdraw
1999-08-27,155.8028079,swap
1999-08-28,973.3460299,transfer
1999-08-29,761.6995818,stake
1999-08-30,968.0838506,swap
1999-08-31,445.3430816,withdraw
1999-09-01,285.5847968,swap
1999-09-02,800.3102652,stake
1999-09-03,332.9913789,swap
1999-09-04,306.38954,stake
1999-09-05,240.1809323,swap
1999-09-06,138.3821884,transfer
1999-09-07,263.8984304,swap
1999-09-08,361.766551,transfer
1999-09-09,677.2542661,stake
1999-09-10,71.9391938,transfer
1999-09-11,218.4018703,swap
1999-09-12,810.9334039,transfer
1999-09-13,155.4527043,stake
1999-09-14,349.2186951,swap
1999-09-15,866.0123326,transfer
1999-09-16,163.376058,transfer
1999-09-17,91.90946726,withdraw
1999-09-18,489.6926151,transfer
1999-09-19,309.3953162,withdraw
1999-09-20,567.7742808,stake
1999-09-21,805.7668416,withdraw
1999-09-22,145.7770033,stake
1999-09-23,584.8920937,transfer
1999-09-24,510.4536728,transfer
1999-09-25,152.6379982,withdraw
1999-09-26,627.7585007,stake
1999-09-27,280.9040137,transfer
1999-09-28,492.9559754,withdraw
1999-09-29,91.44960103,withdraw
1999-09-30,464.9882166,withdraw
1999-10-01,313.3988334,transfer
1999-10-02,824.1573991,stake
1999-10-03,66.40893973,transfer
1999-10-04,424.4212022,swap
1999-10-05,463.8471099,swap
1999-10-06,727.7560155,transfer
1999-10-07,578.5446993,stake
1999-10-08,670.5402138,withdraw
1999-10-09,779.2787928,swap
1999-10-10,863.5809439,swap
1999-10-11,320.7367418,transfer
1999-10-12,542.6424783,swap
1999-10-13,841.7069977,swap
1999-10-14,989.5566197,withdraw
1999-10-15,890.6241179,withdraw
1999-10-16,377.75259,stake
1999-10-17,203.214852,swap
1999-10-18,494.498612,stake
1999-10-19,744.2250373,stake
1999-10-20,497.64338,withdraw
1999-10-21,488.3490547,withdraw
1999-10-22,839.8481169,transfer
1999-10-23,367.7897413,withdraw
1999-10-24,861.1967281,stake
1999-10-25,412.7367529,swap
1999-10-26,334.9507746,stake
1999-10-27,459.4500121,stake
1999-10-28,764.8224891,stake
1999-10-29,134.7420076,withdraw
1999-10-30,204.4550237,stake
1999-10-31,951.9303774,transfer
1999-11-01,183.7367111,swap
1999-11-02,572.0500448,withdraw
1999-11-03,583.521322,stake
1999-11-04,494.7282174,transfer
1999-11-05,648.2977961,swap
1999-11-06,237.5284585,stake
1999-11-07,557.1356451,swap
1999-11-08,378.4515227,withdraw
1999-11-09,665.050587,withdraw
1999-11-10,149.8113079,transfer
1999-11-11,575.1686427,withdraw
1999-11-12,193.4176518,transfer
1999-11-13,285.8566325,stake
1999-11-14,226.5227023,swap
1999-11-15,191.0094021,withdraw
1999-11-16,827.453842,swap
1999-11-17,292.850492,swap
1999-11-18,927.852544,stake
1999-11-19,970.2272601,stake
1999-11-20,575.5478652,withdraw
1999-11-21,151.5711114,stake
1999-11-22,380.8027609,swap
1999-11-23,799.7549407,transfer
1999-11-24,373.7168214,transfer
1999-11-25,96.14704612,transfer
1999-11-26,561.2170618,withdraw
1999-11-27,846.669643,stake
1999-11-28,797.9671233,stake
1999-11-29,183.3719087,stake
1999-11-30,676.0369683,stake
1999-12-01,228.2992208,swap
1999-12-02,226.0254592,transfer
1999-12-03,875.3310556,swap
1999-12-04,257.1722632,withdraw
1999-12-05,270.6148731,transfer
1999-12-06,10.64685685,transfer
1999-12-07,871.9623438,swap
1999-12-08,794.6688651,withdraw
1999-12-09,631.0556457,withdraw
1999-12-10,752.7631063,transfer
1999-12-11,160.5280818,stake
1999-12-12,463.7403586,withdraw
1999-12-13,357.7071935,swap
1999-12-14,102.838761,withdraw
1999-12-15,491.2691804,transfer
1999-12-16,921.5322538,stake
1999-12-17,49.65852786,withdraw
1999-12-18,298.5463044,transfer
1999-12-19,215.4655268,withdraw
1999-12-20,245.7651871,stake
1999-12-21,909.3502064,swap
1999-12-22,473.3883637,transfer
1999-12-23,471.6364188,transfer
1999-12-24,762.969886,stake
1999-12-25,162.947282,transfer
1999-12-26,492.3927006,stake
1999-12-27,435.685362,transfer
1999-12-28,600.9415836,stake
1999-12-29,999.5621262,withdraw
1999-12-30,771.7544051,withdraw
1999-12-31,403.887046,withdraw
2000-01-01,829.2775218,transfer
2000-01-02,179.0012797,stake
2000-01-03,40.15904945,stake
2000-01-04,212.4038887,swap
2000-01-05,347.0074406,withdraw
2000-01-06,515.4749499,swap
2000-01-07,618.9778491,withdraw
2000-01-08,911.49966,swap
2000-01-09,514.7554695,withdraw
2000-01-10,506.2628882,stake
2000-01-11,59.74057972,withdraw
2000-01-12,44.56243713,transfer
2000-01-13,555.6483623,withdraw
2000-01-14,443.7968271,withdraw
2000-01-15,840.788591,stake
2000-01-16,169.0727889,transfer
2000-01-17,34.7219455,stake
2000-01-18,454.5483803,swap
2000-01-19,245.1037712,swap
2000-01-20,59.11822961,transfer
2000-01-21,727.352304,swap
2000-01-22,120.47707,transfer
2000-01-23,612.236305,withdraw
2000-01-24,288.2392527,swap
2000-01-25,181.7610899,withdraw
2000-01-26,385.9540077,stake
2000-01-27,803.4313185,swap
2000-01-28,398.1726411,stake
2000-01-29,753.2619527,stake
2000-01-30,134.2314338,transfer
2000-01-31,775.0437055,stake
2000-02-01,244.5639917,transfer
2000-02-02,680.6191986,transfer
2000-02-03,570.1237393,transfer
2000-02-04,929.85327,transfer
2000-02-05,393.4492928,transfer
2000-02-06,75.50353695,withdraw
2000-02-07,28.9639307,transfer
2000-02-08,828.5899754,swap
2000-02-09,529.4882813,transfer
2000-02-10,777.4916113,withdraw
2000-02-11,242.081344,swap
2000-02-12,351.6329081,swap
2000-02-13,39.80283349,withdraw
2000-02-14,961.8774013,swap
2000-02-15,671.1892276,withdraw
2000-02-16,933.8730369,stake
2000-02-17,272.8414434,stake
2000-02-18,615.3489751,transfer
2000-02-19,681.7149686,transfer
2000-02-20,324.3742033,transfer
2000-02-21,849.6281427,transfer
2000-02-22,947.6898483,withdraw
2000-02-23,886.0065665,stake
2000-02-24,741.6763062,withdraw
2000-02-25,284.6900329,swap
2000-02-26,288.7998817,swap
2000-02-27,963.7267172,swap
2000-02-28,20.18165098,swap
2000-02-29,718.8894735,swap
2000-03-01,709.1837009,stake
2000-03-02,626.4626455,withdraw
2000-03-03,990.2077576,swap
2000-03-04,318.7606414,transfer
2000-03-05,346.5721452,stake
2000-03-06,88.15000892,transfer
2000-03-07,448.3701552,stake
2000-03-08,268.438041,stake
2000-03-09,349.9528352,transfer
2000-03-10,836.2260724,transfer
2000-03-11,936.1296684,swap
2000-03-12,193.8757413,transfer
2000-03-13,378.7838422,withdraw
2000-03-14,929.3442565,stake
2000-03-15,71.19037608,stake
2000-03-16,101.4369228,swap
2000-03-17,171.1630793,stake
2000-03-18,599.2607058,transfer
2000-03-19,158.9675483,stake
2000-03-20,968.3956176,stake
2000-03-21,452.247382,transfer
2000-03-22,506.5027807,transfer
2000-03-23,254.1920296,stake
2000-03-24,476.2506499,withdraw
2000-03-25,665.2944963,transfer
2000-03-26,753.6653656,withdraw
2000-03-27,756.3294019,withdraw
2000-03-28,582.1122016,swap
2000-03-29,905.3161772,withdraw
2000-03-30,819.2337688,swap
2000-03-31,759.4776336,withdraw
2000-04-01,65.04946646,swap
2000-04-02,16.8091826,transfer
2000-04-03,220.3228044,stake
2000-04-04,666.888358,stake
2000-04-05,417.085514,swap
2000-04-06,408.3821967,transfer
2000-04-07,885.7410193,swap
2000-04-08,896.6072197,swap
2000-04-09,910.0835114,transfer
2000-04-10,320.7392957,withdraw
2000-04-11,694.1452546,withdraw
2000-04-12,278.9168495,transfer
2000-04-13,198.7037347,swap
2000-04-14,192.7861328,stake
2000-04-15,348.6865447,swap
2000-04-16,435.6580436,withdraw
2000-04-17,832.6396793,transfer
2000-04-18,128.6921825,transfer
2000-04-19,737.5765889,transfer
2000-04-20,536.140365,withdraw
2000-04-21,295.0658892,swap
2000-04-22,497.8913887,transfer
2000-04-23,306.9426491,stake
2000-04-24,600.1211357,transfer
2000-04-25,439.5054836,swap
2000-04-26,172.7614738,withdraw
2000-04-27,125.4172438,stake
2000-04-28,551.2287253,stake
2000-04-29,903.388903,transfer
2000-04-30,350.5181097,swap
2000-05-01,735.6701062,transfer
2000-05-02,662.0747414,stake
2000-05-03,932.2393652,transfer
2000-05-04,822.7712071,swap
2000-05-05,570.9392063,withdraw
2000-05-06,660.4601933,stake
2000-05-07,899.4026019,swap
2000-05-08,405.5235967,transfer
2000-05-09,333.5267588,stake
2000-05-10,20.7029728,transfer
2000-05-11,828.2855634,transfer
2000-05-12,802.9708934,withdraw
2000-05-13,113.4099729,transfer
2000-05-14,581.0888073,transfer
2000-05-15,469.3418812,swap
2000-05-16,127.5220046,transfer
2000-05-17,980.7625448,withdraw
2000-05-18,222.5489286,transfer
2000-05-19,76.56183829,transfer
2000-05-20,598.8989057,transfer
2000-05-21,741.4780104,stake
2000-05-22,42.11901159,withdraw
2000-05-23,662.1304623,stake
2000-05-24,536.9689572,withdraw
2000-05-25,112.2323588,withdraw
2000-05-26,180.7986382,swap
2000-05-27,572.2945543,stake
2000-05-28,303.3940374,withdraw
2000-05-29,938.9325714,withdraw
2000-05-30,820.5528272,swap
2000-05-31,983.7315344,stake
2000-06-01,267.0741306,transfer
2000-06-02,970.0263965,swap
2000-06-03,436.9215311,withdraw
2000-06-04,354.0436074,stake
2000-06-05,59.8460317,withdraw
2000-06-06,62.23760528,swap
2000-06-07,695.0911434,swap
2000-06-08,463.3497045,stake
2000-06-09,234.2564098,swap
2000-06-10,617.8306033,swap
2000-06-11,260.3295371,transfer
2000-06-12,581.8554368,withdraw
2000-06-13,365.6166595,transfer
2000-06-14,825.3167043,transfer
2000-06-15,822.4891992,stake
2000-06-16,482.5768941,swap
2000-06-17,357.3109182,withdraw
2000-06-18,368.9341986,withdraw
2000-06-19,807.6573804,withdraw
2000-06-20,334.897688,swap
2000-06-21,216.96878,withdraw
2000-06-22,93.84145846,withdraw
2000-06-23,472.0261897,swap
2000-06-24,487.3107779,stake
2000-06-25,842.4996233,withdraw
2000-06-26,229.0263095,swap
2000-06-27,387.1813609,transfer
2000-06-28,810.3216815,swap
2000-06-29,825.3873746,transfer
2000-06-30,390.7649652,swap
2000-07-01,464.5327831,withdraw
2000-07-02,310.2530319,stake
2000-07-03,933.2293296,stake
2000-07-04,127.4573281,withdraw
2000-07-05,934.4119288,transfer
2000-07-06,687.0277873,swap
2000-07-07,536.2564312,withdraw
2000-07-08,42.33247018,swap
2000-07-09,480.8402299,withdraw
2000-07-10,413.670624,withdraw
2000-07-11,169.6066239,swap
2000-07-12,659.8455075,stake
2000-07-13,971.4393983,stake
2000-07-14,566.566923,transfer
2000-07-15,717.6057437,swap
2000-07-16,77.76594804,transfer
2000-07-17,423.4903259,withdraw
2000-07-18,125.1949003,transfer
2000-07-19,616.6678772,withdraw
2000-07-20,939.0973366,swap
2000-07-21,665.1599551,swap
2000-07-22,86.03501783,swap
2000-07-23,361.1195429,swap
2000-07-24,555.1567456,transfer
2000-07-25,409.1756786,withdraw
2000-07-26,835.3075704,stake
2000-07-27,816.5242947,swap
2000-07-28,615.7127099,swap
2000-07-29,379.7233657,withdraw
2000-07-30,262.78301,stake
2000-07-31,114.815575,swap
2000-08-01,361.3487067,stake
2000-08-02,419.040792,swap
2000-08-03,679.0646959,transfer
2000-08-04,661.5782261,transfer
2000-08-05,79.40705824,stake
2000-08-06,401.3067223,withdraw
2000-08-07,189.9610785,withdraw
2000-08-08,165.2445783,transfer
2000-08-09,829.0291282,withdraw
2000-08-10,51.49606455,withdraw
2000-08-11,424.9910471,withdraw
2000-08-12,176.5216192,stake
2000-08-13,880.5369135,stake
2000-08-14,561.4701081,withdraw
2000-08-15,239.06683,transfer
2000-08-16,507.4030143,withdraw
2000-08-17,734.1714961,swap
2000-08-18,958.5368288,transfer
2000-08-19,228.2415442,stake
2000-08-20,887.3199544,swap
2000-08-21,934.961073,withdraw
2000-08-22,917.2563391,withdraw
2000-08-23,639.0602133,transfer
2000-08-24,633.5224479,transfer
2000-08-25,409.1785269,withdraw
2000-08-26,754.8739035,withdraw
2000-08-27,535.9810782,transfer
2000-08-28,680.6636905,swap
2000-08-29,434.1733248,stake
2000-08-30,734.1814994,transfer
2000-08-31,826.2268024,swap
2000-09-01,154.971894,withdraw
2000-09-02,834.6004184,stake
2000-09-03,544.8935665,swap
2000-09-04,846.21925,stake
2000-09-05,436.9886893,stake
2000-09-06,385.2500805,stake
2000-09-07,915.9101252,swap
2000-09-08,258.6575749,swap
2000-09-09,845.770202,withdraw
2000-09-10,489.1803668,stake
2000-09-11,518.9544881,transfer
2000-09-12,315.3835987,transfer
2000-09-13,577.3117786,transfer
2000-09-14,331.9590843,swap
2000-09-15,48.8767201,withdraw
2000-09-16,279.2786193,swap
2000-09-17,16.31525297,stake
2000-09-18,978.5712392,transfer
2000-09-19,966.0897377,swap
2000-09-20,401.2037445,transfer
2000-09-21,731.0871458,swap
2000-09-22,352.3480374,transfer
2000-09-23,674.3822255,stake
2000-09-24,807.3757426,transfer
2000-09-25,947.2886822,stake
2000-09-26,406.2101531,stake
2000-09-27,785.4650031,swap
2000-09-28,273.2691661,swap
2000-09-29,990.4289808,swap
2000-09-30,35.51190278,stake
2000-10-01,607.4935184,withdraw
2000-10-02,662.9109218,withdraw
2000-10-03,691.1651015,stake
2000-10-04,129.183703,stake
2000-10-05,939.1444856,swap
2000-10-06,189.3714463,swap
2000-10-07,626.5258692,swap
2000-10-08,230.4493183,withdraw
2000-10-09,314.1442529,withdraw
2000-10-10,550.9939563,stake
2000-10-11,423.0214844,withdraw
2000-10-12,168.623345,swap
2000-10-13,179.2270384,swap
2000-10-14,423.9633403,swap
2000-10-15,759.7101485,swap
2000-10-16,898.9850004,swap
2000-10-17,93.28638564,transfer
2000-10-18,399.1728685,stake
2000-10-19,109.2431081,stake
2000-10-20,26.42655583,withdraw
2000-10-21,665.1014958,swap
2000-10-22,606.4249475,transfer
2000-10-23,171.3889227,swap
2000-10-24,241.4747048,swap
2000-10-25,33.47067611,withdraw
2000-10-26,836.5977336,transfer
2000-10-27,974.9436901,transfer
2000-10-28,144.1049414,stake
2000-10-29,239.1604616,swap
2000-10-30,869.7254287,transfer
2000-10-31,927.19916,stake
2000-11-01,425.431109,transfer
2000-11-02,60.11624755,swap
2000-11-03,48.99791536,stake
2000-11-04,578.2103674,transfer
2000-11-05,398.9661578,withdraw
2000-11-06,38.3659033,transfer
2000-11-07,587.4198684,swap
2000-11-08,21.18951122,withdraw
2000-11-09,789.4982386,transfer
2000-11-10,313.3684945,transfer
2000-11-11,49.85542298,stake
2000-11-12,592.4686988,swap
2000-11-13,403.7075703,transfer
2000-11-14,974.0624092,transfer
2000-11-15,548.7566759,transfer
2000-11-16,282.4867892,swap
2000-11-17,712.344476,withdraw
2000-11-18,278.7770825,swap
2000-11-19,905.2008585,stake
2000-11-20,380.9747508,stake
2000-11-21,554.3698771,swap
2000-11-22,60.06737279,transfer
2000-11-23,431.8600256,transfer
2000-11-24,834.0399043,withdraw
2000-11-25,807.5923173,swap
2000-11-26,232.0753733,swap
2000-11-27,233.8182803,transfer
2000-11-28,819.1322591,stake
2000-11-29,931.094436,stake
2000-11-30,104.4073121,withdraw
2000-12-01,455.558053,withdraw
2000-12-02,344.0797362,stake
2000-12-03,871.9815709,swap
2000-12-04,92.68966553,withdraw
2000-12-05,219.0146831,transfer
2000-12-06,754.9436542,swap
2000-12-07,60.78091049,transfer
2000-12-08,497.6100269,withdraw
2000-12-09,447.6859643,stake
2000-12-10,341.0571672,withdraw
2000-12-11,400.6265922,stake
2000-12-12,534.6411811,swap
2000-12-13,169.7536848,withdraw
2000-12-14,576.2759195,withdraw
2000-12-15,807.378006,withdraw
2000-12-16,762.5593205,swap
2000-12-17,162.3609056,transfer
2000-12-18,157.756975,transfer
2000-12-19,275.4926241,stake
2000-12-20,367.4639791,withdraw
2000-12-21,414.3710256,transfer
2000-12-22,682.9002447,swap
2000-12-23,66.11362784,withdraw
2000-12-24,44.32597718,stake
2000-12-25,397.9914573,transfer
2000-12-26,700.1920552,swap
2000-12-27,201.5009895,swap
2000-12-28,645.0894364,stake
2000-12-29,267.2298566,transfer
2000-12-30,887.2252477,withdraw
2000-12-31,896.7330448,swap
2001-01-01,304.3143322,stake
2001-01-02,237.6938164,swap
2001-01-03,417.1909323,swap
2001-01-04,248.1262693,transfer
2001-01-05,675.6600049,transfer
2001-01-06,827.8040377,withdraw
2001-01-07,676.3612096,swap
2001-01-08,826.1069428,stake
2001-01-09,403.0222406,swap
2001-01-10,164.753801,stake
2001-01-11,740.5714379,swap
2001-01-12,366.8697601,stake
2001-01-13,674.558117,swap
2001-01-14,277.9375026,swap
2001-01-15,90.41733846,withdraw
2001-01-16,992.6559775,transfer
2001-01-17,164.6394929,transfer
2001-01-18,988.536784,stake
2001-01-19,977.5071332,swap
2001-01-20,795.8799229,swap
2001-01-21,662.8287325,transfer
2001-01-22,582.0289797,stake
2001-01-23,867.4405299,withdraw
2001-01-24,296.5451264,withdraw
2001-01-25,473.0044004,withdraw
2001-01-26,623.1960697,swap
2001-01-27,417.0785711,stake
2001-01-28,433.2115895,transfer
2001-01-29,336.9818208,swap
2001-01-30,568.5894985,swap
2001-01-31,852.0687827,withdraw
2001-02-01,209.5130942,stake
2001-02-02,935.0887084,stake
2001-02-03,692.1967772,withdraw
2001-02-04,825.0404806,withdraw
2001-02-05,560.6287857,withdraw
2001-02-06,781.7215344,swap
2001-02-07,26.03839337,swap
2001-02-08,820.1966205,swap
2001-02-09,49.73747049,transfer
2001-02-10,891.0142426,transfer
2001-02-11,992.0431198,stake
2001-02-12,301.1267876,withdraw
2001-02-13,218.2153707,withdraw
2001-02-14,767.7097302,swap
2001-02-15,260.4960775,transfer
2001-02-16,866.9067593,withdraw
2001-02-17,111.8141662,stake
2001-02-18,134.6956444,withdraw
2001-02-19,979.3600395,swap
2001-02-20,677.1005093,swap
2001-02-21,848.4183522,transfer
2001-02-22,331.0860836,stake
2001-02-23,679.718912,stake
2001-02-24,598.299409,withdraw
2001-02-25,607.1186189,stake
2001-02-26,685.7071349,withdraw
2001-02-27,579.6055814,withdraw
2001-02-28,434.7717456,transfer
2001-03-01,283.1634674,stake
2001-03-02,770.8955176,swap
2001-03-03,234.0097057,withdraw
2001-03-04,695.4307631,withdraw
2001-03-05,240.9994944,withdraw
2001-03-06,629.0768683,stake
2001-03-07,749.6074845,stake
2001-03-08,226.52675,stake
2001-03-09,69.34386785,withdraw
2001-03-10,139.6640056,swap
2001-03-11,609.9369976,swap
2001-03-12,850.9519422,stake
2001-03-13,54.54685302,swap
2001-03-14,736.8097465,withdraw
2001-03-15,347.9054595,stake
2001-03-16,483.7430862,stake
2001-03-17,929.5709543,withdraw
2001-03-18,338.6517897,stake
2001-03-19,470.6835646,withdraw
2001-03-20,23.54559061,stake
2001-03-21,90.7827328,swap
2001-03-22,266.0056752,stake
2001-03-23,37.57371841,stake
2001-03-24,635.0615728,stake
2001-03-25,432.1343732,transfer
2001-03-26,552.6637507,swap
2001-03-27,182.900714,withdraw
2001-03-28,302.9727091,transfer
2001-03-29,667.1862301,swap
2001-03-30,965.6496964,stake
2001-03-31,59.91260587,stake
2001-04-01,891.4804776,withdraw
2001-04-02,581.1123893,withdraw
2001-04-03,568.2803711,swap
2001-04-04,505.2757499,swap
2001-04-05,78.70014505,withdraw
2001-04-06,98.97808322,swap
2001-04-07,604.9028856,withdraw
2001-04-08,347.5489857,stake
2001-04-09,918.0953859,withdraw
2001-04-10,412.524632,transfer
2001-04-11,151.8486441,withdraw
2001-04-12,717.5716452,withdraw
2001-04-13,300.4198872,transfer
2001-04-14,530.2156043,transfer
2001-04-15,700.8544577,transfer
2001-04-16,901.2614701,transfer
2001-04-17,794.2692829,withdraw
2001-04-18,679.5974572,swap
2001-04-19,682.8368506,transfer
2001-04-20,946.4653976,stake
2001-04-21,302.8658565,withdraw
2001-04-22,11.10097325,swap
2001-04-23,279.2350138,stake
2001-04-24,225.7124658,withdraw
2001-04-25,665.2162393,withdraw
2001-04-26,637.3744838,stake
2001-04-27,597.5267689,transfer
2001-04-28,26.08100878,transfer
2001-04-29,731.4902739,stake
2001-04-30,330.2951084,swap
2001-05-01,668.4054291,transfer
2001-05-02,561.0126442,withdraw
2001-05-03,349.3036162,withdraw
2001-05-04,143.2305044,swap
2001-05-05,103.4747087,withdraw
2001-05-06,833.2031498,transfer
2001-05-07,919.2135667,swap
2001-05-08,653.2901663,transfer
2001-05-09,112.3997737,swap
2001-05-10,408.0069447,stake
2001-05-11,731.6498081,withdraw
2001-05-12,782.0226752,swap
2001-05-13,127.0364361,stake
2001-05-14,10.03041166,transfer
2001-05-15,715.0156754,stake
2001-05-16,363.0302142,transfer
2001-05-17,261.9365183,swap
2001-05-18,22.76849509,swap
2001-05-19,544.8964127,withdraw
2001-05-20,852.6392281,withdraw
2001-05-21,958.0553298,swap
2001-05-22,570.0875011,transfer
2001-05-23,519.3167145,transfer
2001-05-24,94.20582163,swap
2001-05-25,553.3840735,transfer
2001-05-26,386.1792882,swap
2001-05-27,611.0639281,withdraw
2001-05-28,394.8390844,transfer
2001-05-29,247.8961322,withdraw
2001-05-30,104.0156225,stake
2001-05-31,321.7692601,withdraw
2001-06-01,105.6783859,stake
2001-06-02,185.1279813,withdraw
2001-06-03,987.462797,withdraw
2001-06-04,449.6625213,transfer
2001-06-05,536.5530488,withdraw
2001-06-06,874.8823434,swap
2001-06-07,995.6132115,transfer
2001-06-08,586.8873049,transfer
2001-06-09,814.3490828,transfer
2001-06-10,333.6716141,withdraw
2001-06-11,312.6865179,transfer
2001-06-12,408.6766838,stake
2001-06-13,675.78219,stake
2001-06-14,685.3697724,withdraw
2001-06-15,322.0870403,transfer
2001-06-16,141.8778249,swap
2001-06-17,636.0722939,swap
2001-06-18,137.0426036,stake
2001-06-19,582.7075831,withdraw
2001-06-20,696.4879068,withdraw
2001-06-21,703.6053814,withdraw
2001-06-22,755.9373896,withdraw
2001-06-23,874.1308274,withdraw
2001-06-24,504.959402,transfer
2001-06-25,732.9466976,transfer
2001-06-26,622.981008,transfer
2001-06-27,194.7735404,swap
2001-06-28,35.43274842,transfer
2001-06-29,291.6959718,withdraw
2001-06-30,448.6033693,withdraw
2001-07-01,620.934885,swap
2001-07-02,851.4597372,swap
2001-07-03,204.2832595,stake
2001-07-04,134.294292,swap
2001-07-05,963.845148,stake
2001-07-06,116.9641138,transfer
2001-07-07,483.7061594,withdraw
2001-07-08,589.7080915,stake
2001-07-09,545.9606767,stake
2001-07-10,95.17183546,stake
2001-07-11,66.45664486,swap
2001-07-12,114.4285932,swap
2001-07-13,589.731807,swap
2001-07-14,548.9014388,stake
2001-07-15,241.4033841,transfer
2001-07-16,641.3964004,withdraw
2001-07-17,821.866827,swap
2001-07-18,51.16317025,transfer
2001-07-19,503.1486441,swap
2001-07-20,692.417308,swap
2001-07-21,259.7888078,stake
2001-07-22,314.6931962,stake
2001-07-23,617.501524,swap
2001-07-24,898.9559405,withdraw
2001-07-25,811.8251761,swap
2001-07-26,587.2989169,withdraw
2001-07-27,732.9195006,transfer
2001-07-28,371.1742455,swap
2001-07-29,644.5558728,withdraw
2001-07-30,471.5197752,transfer
2001-07-31,198.0367751,transfer
2001-08-01,704.7208911,stake
2001-08-02,560.899991,transfer
2001-08-03,365.0353661,stake
2001-08-04,912.2257982,transfer
2001-08-05,30.72477665,transfer
2001-08-06,322.6154197,withdraw
2001-08-07,66.3125838,withdraw
2001-08-08,768.8620431,stake
2001-08-09,705.0863796,swap
2001-08-10,338.0386965,withdraw
2001-08-11,678.9062732,transfer
2001-08-12,401.9778539,stake
2001-08-13,758.6912535,stake
2001-08-14,459.6418261,stake
2001-08-15,418.1569306,transfer
2001-08-16,935.3826163,withdraw
2001-08-17,258.3703089,swap
2001-08-18,129.2428666,stake
2001-08-19,588.6976821,transfer
2001-08-20,969.6285942,withdraw
2001-08-21,384.0608216,withdraw
2001-08-22,71.41639599,swap
2001-08-23,345.9122146,stake
2001-08-24,510.8723378,transfer
2001-08-25,170.3037766,withdraw
2001-08-26,661.5211959,transfer
2001-08-27,997.7718951,withdraw
2001-08-28,457.2220812,stake
2001-08-29,361.1812712,stake
2001-08-30,406.6971252,swap
2001-08-31,123.9947166,withdraw
2001-09-01,884.4408654,transfer
2001-09-02,420.677399,withdraw
2001-09-03,393.4016673,transfer
2001-09-04,663.0933702,swap
2001-09-05,447.6130867,withdraw
2001-09-06,651.7511341,stake
2001-09-07,70.83182723,transfer
2001-09-08,815.5861103,stake
2001-09-09,941.0989134,swap
2001-09-10,652.2777323,swap
2001-09-11,955.0202696,transfer
2001-09-12,159.9179912,withdraw
2001-09-13,482.6420276,stake
2001-09-14,605.7886666,stake
2001-09-15,585.9192809,transfer
2001-09-16,407.4471613,transfer
2001-09-17,344.7035653,transfer
2001-09-18,135.5557823,swap
2001-09-19,397.8250261,swap
2001-09-20,171.034207,stake
2001-09-21,737.0220197,withdraw
2001-09-22,216.7426261,transfer
2001-09-23,67.97965223,swap
2001-09-24,556.8424764,withdraw
2001-09-25,599.2774354,transfer
2001-09-26,873.1939307,withdraw
2001-09-27,581.2117963,transfer
2001-09-28,352.0260452,withdraw
2001-09-29,804.9817627,stake
2001-09-30,544.8761043,transfer
2001-10-01,88.48748178,transfer
2001-10-02,570.1920547,stake
2001-10-03,908.93836,transfer
2001-10-04,402.3494992,transfer
2001-10-05,303.3625439,swap
2001-10-06,152.0347624,stake
2001-10-07,159.9310667,swap
2001-10-08,438.4437695,stake
2001-10-09,599.7230259,withdraw
2001-10-10,89.80925112,stake
2001-10-11,940.1729031,stake
2001-10-12,757.5822813,swap
2001-10-13,590.7576791,transfer
2001-10-14,830.1542842,stake
2001-10-15,89.38488924,transfer
2001-10-16,482.070489,stake
2001-10-17,633.7921956,swap
2001-10-18,830.3663771,stake
2001-10-19,785.6348644,withdraw
2001-10-20,284.2985572,stake
2001-10-21,941.4713679,stake
2001-10-22,133.102383,transfer
2001-10-23,876.3822824,transfer
2001-10-24,971.2308471,withdraw
2001-10-25,185.381988,stake
2001-10-26,724.8454036,transfer
2001-10-27,49.88266359,stake
2001-10-28,411.3685969,swap
2001-10-29,521.1204662,swap
2001-10-30,584.8387737,withdraw
2001-10-31,936.5778758,swap
2001-11-01,675.5281804,transfer
2001-11-02,486.4651717,transfer
